site,natural,cultural,danger,url,country,year
Ancient City of Ping Yao,0.0,1.0,0.0,https://whc.unesco.org/en/list/812,China,1997.0
Archaeological Area of Agrigento,0.0,1.0,0.0,https://whc.unesco.org/en/list/831,Italy,1997.0
"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",0.0,1.0,0.0,https://whc.unesco.org/en/list/829,Italy,1997.0
Archaeological Site of Panamá Viejo and Historic District of Panamá,0.0,1.0,0.0,https://whc.unesco.org/en/list/790,Panama,1997.0
Archaeological Site of Volubilis,0.0,1.0,0.0,https://whc.unesco.org/en/list/836,Morocco,1997.0
"Botanical Garden (Orto Botanico), Padua",0.0,1.0,0.0,https://whc.unesco.org/en/list/824,Italy,1997.0
Castle of the Teutonic Order in Malbork,0.0,1.0,0.0,https://whc.unesco.org/en/list/847,Poland,1997.0
"Cathedral, Torre Civica and Piazza Grande, Modena",0.0,1.0,0.0,https://whc.unesco.org/en/list/827,Italy,1997.0
Changdeokgung Palace Complex,0.0,1.0,0.0,https://whc.unesco.org/en/list/816,Republic of Korea,1997.0
Classical Gardens of Suzhou,0.0,1.0,0.0,https://whc.unesco.org/en/list/813,China,1997.0
Cocos Island National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/820,Costa Rica,1997.0
Costiera Amalfitana,0.0,1.0,0.0,https://whc.unesco.org/en/list/830,Italy,1997.0
Dougga / Thugga,0.0,1.0,0.0,https://whc.unesco.org/en/list/794,Tunisia,1997.0
Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč,0.0,1.0,0.0,https://whc.unesco.org/en/list/809,Croatia,1997.0
Hallstatt-Dachstein / Salzkammergut Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/806,Austria,1997.0
Heard and McDonald Islands,1.0,0.0,0.0,https://whc.unesco.org/en/list/577,Australia,1997.0
"Historic Area of Willemstad, Inner City and Harbour, Curaçao",0.0,1.0,0.0,https://whc.unesco.org/en/list/819,Kingdom of the,1997.0
Historic Centre (Old Town) of Tallinn,0.0,1.0,0.0,https://whc.unesco.org/en/list/822,Estonia,1997.0
Historic Centre of Riga,0.0,1.0,0.0,https://whc.unesco.org/en/list/852,Latvia,1997.0
Historic Centre of São Luís,0.0,1.0,0.0,https://whc.unesco.org/en/list/821,Brazil,1997.0
Historic City of Trogir,0.0,1.0,0.0,https://whc.unesco.org/en/list/810,Croatia,1997.0
Historic Fortified City of Carcassonne,0.0,1.0,0.0,https://whc.unesco.org/en/list/345,France,1997.0
"Hospicio Cabañas, Guadalajara",0.0,1.0,0.0,https://whc.unesco.org/en/list/815,Mexico,1997.0
Hwaseong Fortress,0.0,1.0,0.0,https://whc.unesco.org/en/list/817,Republic of Korea,1997.0
Lake Turkana National Parks,1.0,0.0,1.0,https://whc.unesco.org/en/list/801,Kenya,1997.0
Las Médulas,0.0,1.0,0.0,https://whc.unesco.org/en/list/803,Spain,1997.0
"Lumbini, the Birthplace of the Lord Buddha",0.0,1.0,0.0,https://whc.unesco.org/en/list/666,Nepal,1997.0
Macquarie Island,1.0,0.0,0.0,https://whc.unesco.org/en/list/629,Australia,1997.0
Maritime Greenwich,0.0,1.0,0.0,https://whc.unesco.org/en/list/795,United Kingdom of Great Britain and Northern Ireland,1997.0
Medieval Town of Toruń,0.0,1.0,0.0,https://whc.unesco.org/en/list/835,Poland,1997.0
Medina of Tétouan (formerly known as Titawin),0.0,1.0,0.0,https://whc.unesco.org/en/list/837,Morocco,1997.0
Mill Network at Kinderdijk-Elshout,0.0,1.0,0.0,https://whc.unesco.org/en/list/818,Kingdom of the,1997.0
Morne Trois Pitons National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/814,Dominica,1997.0
Mount Kenya National Park/Natural Forest,1.0,0.0,0.0,https://whc.unesco.org/en/list/800,Kenya,1997.0
Old Town of Lijiang,0.0,1.0,0.0,https://whc.unesco.org/en/list/811,China,1997.0
"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",0.0,1.0,0.0,https://whc.unesco.org/en/list/804,Spain,1997.0
"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",0.0,1.0,0.0,https://whc.unesco.org/en/list/826,Italy,1997.0
Pyrénées - Mont Perdu,1.0,1.0,0.0,https://whc.unesco.org/en/list/773,France,1997.0
Residences of the Royal House of Savoy,0.0,1.0,0.0,https://whc.unesco.org/en/list/823,Italy,1997.0
Rohtas Fort,0.0,1.0,0.0,https://whc.unesco.org/en/list/586,Pakistan,1997.0
San Millán Yuso and Suso Monasteries,0.0,1.0,0.0,https://whc.unesco.org/en/list/805,Spain,1997.0
"San Pedro de la Roca Castle, Santiago de Cuba",0.0,1.0,0.0,https://whc.unesco.org/en/list/841,Cuba,1997.0
Su Nuraxi di Barumini,0.0,1.0,0.0,https://whc.unesco.org/en/list/833,Italy,1997.0
The Sundarbans,1.0,0.0,0.0,https://whc.unesco.org/en/list/798,Bangladesh,1997.0
Villa Romana del Casale,0.0,1.0,0.0,https://whc.unesco.org/en/list/832,Italy,1997.0
Archaeological Area and the Patriarchal Basilica of Aquileia,0.0,1.0,0.0,https://whc.unesco.org/en/list/825,Italy,1998.0
Archaeological Site of Troy,0.0,1.0,0.0,https://whc.unesco.org/en/list/849,Türkiye,1998.0
"Archaeological Zone of Paquimé, Casas Grandes",0.0,1.0,0.0,https://whc.unesco.org/en/list/560,Mexico,1998.0
Choirokoitia,0.0,1.0,0.0,https://whc.unesco.org/en/list/848,Cyprus,1998.0
"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",0.0,1.0,0.0,https://whc.unesco.org/en/list/842,Italy,1998.0
Classical Weimar,0.0,1.0,0.0,https://whc.unesco.org/en/list/846,Germany,1998.0
East Rennell,1.0,0.0,1.0,https://whc.unesco.org/en/list/854,Solomon Islands,1998.0
Flemish Béguinages,0.0,1.0,0.0,https://whc.unesco.org/en/list/855,Belgium,1998.0
Fuerte de Samaipata,0.0,1.0,0.0,https://whc.unesco.org/en/list/883,Plurinational State of,1998.0
Gardens and Castle at Kroměříž,0.0,1.0,0.0,https://whc.unesco.org/en/list/860,Czechia,1998.0
Golden Mountains of Altai,1.0,0.0,0.0,https://whc.unesco.org/en/list/768,Russian Federation,1998.0
Historic Centre of Urbino,0.0,1.0,0.0,https://whc.unesco.org/en/list/828,Italy,1998.0
Historic Monuments of Ancient Nara,0.0,1.0,0.0,https://whc.unesco.org/en/list/870,Japan,1998.0
Historic Monuments Zone of Tlacotalpan,0.0,1.0,0.0,https://whc.unesco.org/en/list/862,Mexico,1998.0
Historic Site of Lyon,0.0,1.0,0.0,https://whc.unesco.org/en/list/872,France,1998.0
Holašovice Historic Village,0.0,1.0,0.0,https://whc.unesco.org/en/list/861,Czechia,1998.0
Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),0.0,1.0,0.0,https://whc.unesco.org/en/list/867,Kingdom of the,1998.0
L'viv – the Ensemble of the Historic Centre,0.0,1.0,1.0,https://whc.unesco.org/en/list/865,Ukraine,1998.0
"La Grand-Place, Brussels",0.0,1.0,0.0,https://whc.unesco.org/en/list/857,Belgium,1998.0
Naval Port of Karlskrona,0.0,1.0,0.0,https://whc.unesco.org/en/list/871,Sweden,1998.0
New Zealand Sub-Antarctic Islands,1.0,0.0,0.0,https://whc.unesco.org/en/list/877,New Zealand,1998.0
Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),0.0,1.0,0.0,https://whc.unesco.org/en/list/850,Lebanon,1998.0
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,0.0,1.0,0.0,https://whc.unesco.org/en/list/866,Portugal,1998.0
Rock Art of the Mediterranean Basin on the Iberian Peninsula,0.0,1.0,0.0,https://whc.unesco.org/en/list/874,Spain,1998.0
Routes of Santiago de Compostela in France,0.0,1.0,0.0,https://whc.unesco.org/en/list/868,France,1998.0
Semmering Railway,0.0,1.0,0.0,https://whc.unesco.org/en/list/785,Austria,1998.0
"Summer Palace, an Imperial Garden in Beijing",0.0,1.0,0.0,https://whc.unesco.org/en/list/880,China,1998.0
Temple of Heaven: an Imperial Sacrificial Altar in Beijing,0.0,1.0,0.0,https://whc.unesco.org/en/list/881,China,1998.0
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",0.0,1.0,0.0,https://whc.unesco.org/en/list/856,Belgium,1998.0
University and Historic Precinct of Alcalá de Henares,0.0,1.0,0.0,https://whc.unesco.org/en/list/876,Spain,1998.0
Archaeological Monuments Zone of Xochicalco,0.0,1.0,0.0,https://whc.unesco.org/en/list/939,Mexico,1999.0
Archaeological Sites of Mycenae and Tiryns,0.0,1.0,0.0,https://whc.unesco.org/en/list/941,Greece,1999.0
Area de Conservación Guanacaste,1.0,0.0,0.0,https://whc.unesco.org/en/list/928,Costa Rica,1999.0
Atlantic Forest South-East Reserves,1.0,0.0,0.0,https://whc.unesco.org/en/list/893,Brazil,1999.0
Belfries of Belgium and France,0.0,1.0,0.0,https://whc.unesco.org/en/list/943,Belgium,1999.0
Brimstone Hill Fortress National Park,0.0,1.0,0.0,https://whc.unesco.org/en/list/910,Saint Kitts and Nevis,1999.0
Bronze Age Burial Site of Sammallahdenmäki,0.0,1.0,0.0,https://whc.unesco.org/en/list/579,Finland,1999.0
City of Graz – Historic Centre and Schloss Eggenberg,0.0,1.0,0.0,https://whc.unesco.org/en/list/931,Austria,1999.0
"Cueva de las Manos, Río Pinturas",0.0,1.0,0.0,https://whc.unesco.org/en/list/936,Argentina,1999.0
Dacian Fortresses of the Orastie Mountains,0.0,1.0,0.0,https://whc.unesco.org/en/list/906,Romania,1999.0
Dazu Rock Carvings,0.0,1.0,0.0,https://whc.unesco.org/en/list/912,China,1999.0
Desembarco del Granma National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/889,Cuba,1999.0
Discovery Coast Atlantic Forest Reserves,1.0,0.0,0.0,https://whc.unesco.org/en/list/892,Brazil,1999.0
Droogmakerij de Beemster (Beemster Polder),0.0,1.0,0.0,https://whc.unesco.org/en/list/899,Kingdom of the,1999.0
Fossil Hominid Sites of South Africa,0.0,1.0,0.0,https://whc.unesco.org/en/list/915,South Africa,1999.0
Heart of Neolithic Orkney,0.0,1.0,0.0,https://whc.unesco.org/en/list/514,United Kingdom of Great Britain and Northern Ireland,1999.0
Historic Centre of Santa Ana de los Ríos de Cuenca,0.0,1.0,0.0,https://whc.unesco.org/en/list/863,Ecuador,1999.0
Historic Centre of Sighişoara,0.0,1.0,0.0,https://whc.unesco.org/en/list/902,Romania,1999.0
Historic Centre of the Town of Diamantina,0.0,1.0,0.0,https://whc.unesco.org/en/list/890,Brazil,1999.0
Historic City of Vigan,0.0,1.0,0.0,https://whc.unesco.org/en/list/502,Philippines,1999.0
Historic Fortified Town of Campeche,0.0,1.0,0.0,https://whc.unesco.org/en/list/895,Mexico,1999.0
Hoi An Ancient Town,0.0,1.0,0.0,https://whc.unesco.org/en/list/948,Viet Nam,1999.0
Hortobágy National Park - the Puszta,0.0,1.0,0.0,https://whc.unesco.org/en/list/474,Hungary,1999.0
"Ibiza, Biodiversity and Culture",1.0,1.0,0.0,https://whc.unesco.org/en/list/417,Spain,1999.0
iSimangaliso Wetland Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/914,South Africa,1999.0
Jurisdiction of Saint-Emilion,0.0,1.0,0.0,https://whc.unesco.org/en/list/932,France,1999.0
Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,0.0,1.0,0.0,https://whc.unesco.org/en/list/905,Poland,1999.0
Laurisilva of Madeira,1.0,0.0,0.0,https://whc.unesco.org/en/list/934,Portugal,1999.0
Litomyšl Castle,0.0,1.0,0.0,https://whc.unesco.org/en/list/901,Czechia,1999.0
Lorentz National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/955,Indonesia,1999.0
Miguasha National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/686,Canada,1999.0
Mount Wuyi,1.0,1.0,0.0,https://whc.unesco.org/en/list/911,China,1999.0
Mountain Railways of India,0.0,1.0,0.0,https://whc.unesco.org/en/list/944,India,1999.0
"Museumsinsel (Museum Island), Berlin",0.0,1.0,0.0,https://whc.unesco.org/en/list/896,Germany,1999.0
My Son Sanctuary,0.0,1.0,0.0,https://whc.unesco.org/en/list/949,Viet Nam,1999.0
Península Valdés,1.0,0.0,0.0,https://whc.unesco.org/en/list/937,Argentina,1999.0
Puerto-Princesa Subterranean River National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/652,Philippines,1999.0
Robben Island,0.0,1.0,0.0,https://whc.unesco.org/en/list/916,South Africa,1999.0
San Cristóbal de La Laguna,0.0,1.0,0.0,https://whc.unesco.org/en/list/929,Spain,1999.0
Shrines and Temples of Nikko,0.0,1.0,0.0,https://whc.unesco.org/en/list/913,Japan,1999.0
State Historical and Cultural Park “Ancient Merv”,0.0,1.0,0.0,https://whc.unesco.org/en/list/886,Turkmenistan,1999.0
Sukur Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/938,Nigeria,1999.0
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,0.0,1.0,0.0,https://whc.unesco.org/en/list/942,Greece,1999.0
Villa Adriana (Tivoli),0.0,1.0,0.0,https://whc.unesco.org/en/list/907,Italy,1999.0
Viñales Valley,0.0,1.0,0.0,https://whc.unesco.org/en/list/840,Cuba,1999.0
Wartburg Castle,0.0,1.0,0.0,https://whc.unesco.org/en/list/897,Germany,1999.0
Western Caucasus,1.0,0.0,0.0,https://whc.unesco.org/en/list/900,Russian Federation,1999.0
Wooden Churches of Maramureş,0.0,1.0,0.0,https://whc.unesco.org/en/list/904,Romania,1999.0
Agricultural Landscape of Southern Öland,0.0,1.0,0.0,https://whc.unesco.org/en/list/968,Sweden,2000.0
Ancient Villages in Southern Anhui – Xidi and Hongcun,0.0,1.0,0.0,https://whc.unesco.org/en/list/1002,China,2000.0
Archaeological Ensemble of Tarraco,0.0,1.0,0.0,https://whc.unesco.org/en/list/875,Spain,2000.0
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,0.0,1.0,0.0,https://whc.unesco.org/en/list/1008,Cuba,2000.0
Archaeological Site of Atapuerca,0.0,1.0,0.0,https://whc.unesco.org/en/list/989,Spain,2000.0
"Assisi, the Basilica of San Francesco and Other Franciscan Sites",0.0,1.0,0.0,https://whc.unesco.org/en/list/990,Italy,2000.0
Bardejov Town Conservation Reserve,0.0,1.0,0.0,https://whc.unesco.org/en/list/973,Slovakia,2000.0
Blaenavon Industrial Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/984,United Kingdom of Great Britain and Northern Ireland,2000.0
Catalan Romanesque Churches of the Vall de Boí,0.0,1.0,0.0,https://whc.unesco.org/en/list/988,Spain,2000.0
Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,0.0,1.0,0.0,https://whc.unesco.org/en/list/1011,Armenia,2000.0
Central Amazon Conservation Complex,1.0,0.0,0.0,https://whc.unesco.org/en/list/998,Brazil,2000.0
Central Suriname Nature Reserve,1.0,0.0,0.0,https://whc.unesco.org/en/list/1017,Suriname,2000.0
Churches of Chiloé,0.0,1.0,0.0,https://whc.unesco.org/en/list/971,Chile,2000.0
City of Verona,0.0,1.0,0.0,https://whc.unesco.org/en/list/797,Italy,2000.0
Ciudad Universitaria de Caracas,0.0,1.0,0.0,https://whc.unesco.org/en/list/986,Bolivarian Republic of,2000.0
Curonian Spit,0.0,1.0,0.0,https://whc.unesco.org/en/list/994,Lithuania,2000.0
Early Christian Necropolis of Pécs (Sopianae),0.0,1.0,0.0,https://whc.unesco.org/en/list/853,Hungary,2000.0
Ensemble of the Ferapontov Monastery,0.0,1.0,0.0,https://whc.unesco.org/en/list/982,Russian Federation,2000.0
Garden Kingdom of Dessau-Wörlitz,0.0,1.0,0.0,https://whc.unesco.org/en/list/534,Germany,2000.0
"Gochang, Hwasun and Ganghwa Dolmen Sites",0.0,1.0,0.0,https://whc.unesco.org/en/list/977,Republic of Korea,2000.0
Greater Blue Mountains Area,1.0,0.0,0.0,https://whc.unesco.org/en/list/917,Australia,2000.0
Gunung Mulu National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/1013,Malaysia,2000.0
Gusuku Sites and Related Properties of the Kingdom of Ryukyu,0.0,1.0,0.0,https://whc.unesco.org/en/list/972,Japan,2000.0
Gyeongju Historic Areas,0.0,1.0,0.0,https://whc.unesco.org/en/list/976,Republic of Korea,2000.0
High Coast / Kvarken Archipelago,1.0,0.0,0.0,https://whc.unesco.org/en/list/898,Finland,2000.0
Historic and Architectural Complex of the Kazan Kremlin,0.0,1.0,0.0,https://whc.unesco.org/en/list/980,Russian Federation,2000.0
Historic Centre of Brugge,0.0,1.0,0.0,https://whc.unesco.org/en/list/996,Belgium,2000.0
Historic Centre of Shakhrisyabz,0.0,1.0,1.0,https://whc.unesco.org/en/list/885,Uzbekistan,2000.0
"Historic Town of St George and Related Fortifications, Bermuda",0.0,1.0,0.0,https://whc.unesco.org/en/list/983,United Kingdom of Great Britain and Northern Ireland,2000.0
Historical Centre of the City of Arequipa,0.0,1.0,0.0,https://whc.unesco.org/en/list/1016,Peru,2000.0
Holy Trinity Column in Olomouc,0.0,1.0,0.0,https://whc.unesco.org/en/list/859,Czechia,2000.0
Imperial Tombs of the Ming and Qing Dynasties,0.0,1.0,0.0,https://whc.unesco.org/en/list/1004,China,2000.0
Ischigualasto / Talampaya Natural Parks,1.0,0.0,0.0,https://whc.unesco.org/en/list/966,Argentina,2000.0
Island of Saint-Louis,0.0,1.0,0.0,https://whc.unesco.org/en/list/956,Senegal,2000.0
Isole Eolie (Aeolian Islands),1.0,0.0,0.0,https://whc.unesco.org/en/list/908,Italy,2000.0
Jesuit Block and Estancias of Córdoba,0.0,1.0,0.0,https://whc.unesco.org/en/list/995,Argentina,2000.0
Kinabalu Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/1012,Malaysia,2000.0
Kronborg Castle,0.0,1.0,0.0,https://whc.unesco.org/en/list/696,Denmark,2000.0
Land of Frankincense,0.0,1.0,0.0,https://whc.unesco.org/en/list/1010,Oman,2000.0
Longmen Grottoes,0.0,1.0,0.0,https://whc.unesco.org/en/list/1003,China,2000.0
Major Town Houses of the Architect Victor Horta (Brussels),0.0,1.0,0.0,https://whc.unesco.org/en/list/1005,Belgium,2000.0
Maloti-Drakensberg Park,1.0,1.0,0.0,https://whc.unesco.org/en/list/985,Lesotho,2000.0
Mir Castle Complex,0.0,1.0,0.0,https://whc.unesco.org/en/list/625,Belarus,2000.0
Monastery of Geghard and the Upper Azat Valley,0.0,1.0,0.0,https://whc.unesco.org/en/list/960,Armenia,2000.0
Monastic Island of Reichenau,0.0,1.0,0.0,https://whc.unesco.org/en/list/974,Germany,2000.0
Mount Qingcheng and the Dujiangyan Irrigation System,0.0,1.0,0.0,https://whc.unesco.org/en/list/1001,China,2000.0
Neolithic Flint Mines at Spiennes (Mons),0.0,1.0,0.0,https://whc.unesco.org/en/list/1006,Belgium,2000.0
Noel Kempff Mercado National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/967,Plurinational State of,2000.0
Notre-Dame Cathedral in Tournai,0.0,1.0,0.0,https://whc.unesco.org/en/list/1009,Belgium,2000.0
Palmeral of Elche,0.0,1.0,0.0,https://whc.unesco.org/en/list/930,Spain,2000.0
Pantanal Conservation Area,1.0,0.0,0.0,https://whc.unesco.org/en/list/999,Brazil,2000.0
Rietveld Schröderhuis (Rietveld Schröder House),0.0,1.0,0.0,https://whc.unesco.org/en/list/965,Kingdom of the,2000.0
Roman Walls of Lugo,0.0,1.0,0.0,https://whc.unesco.org/en/list/987,Spain,2000.0
Ruins of León Viejo,0.0,1.0,0.0,https://whc.unesco.org/en/list/613,Nicaragua,2000.0
Stone Town of Zanzibar,0.0,1.0,0.0,https://whc.unesco.org/en/list/173,United Republic of Tanzania,2000.0
The Cathedral of St James in Šibenik,0.0,1.0,0.0,https://whc.unesco.org/en/list/963,Croatia,2000.0
The Loire Valley between Sully-sur-Loire and Chalonnes,0.0,1.0,0.0,https://whc.unesco.org/en/list/933,France,2000.0
"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",0.0,1.0,0.0,https://whc.unesco.org/en/list/884,Switzerland,2000.0
Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,0.0,1.0,0.0,https://whc.unesco.org/en/list/567,Plurinational State of,2000.0
Wachau Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/970,Austria,2000.0
Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,0.0,1.0,0.0,https://whc.unesco.org/en/list/958,Azerbaijan,2000.0
Alejandro de Humboldt National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/839,Cuba,2001.0
Alto Douro Wine Region,0.0,1.0,0.0,https://whc.unesco.org/en/list/1046,Portugal,2001.0
Aranjuez Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1044,Spain,2001.0
Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,1.0,0.0,0.0,https://whc.unesco.org/en/list/1000,Brazil,2001.0
Central Sikhote-Alin,1.0,0.0,0.0,https://whc.unesco.org/en/list/766,Russian Federation,2001.0
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,1.0,0.0,0.0,https://whc.unesco.org/en/list/1035,Brazil,2001.0
Churches of Peace in Jawor and Świdnica,0.0,1.0,0.0,https://whc.unesco.org/en/list/1054,Poland,2001.0
Derwent Valley Mills,0.0,1.0,0.0,https://whc.unesco.org/en/list/1030,United Kingdom of Great Britain and Northern Ireland,2001.0
Dorset and East Devon Coast,1.0,0.0,0.0,https://whc.unesco.org/en/list/1029,United Kingdom of Great Britain and Northern Ireland,2001.0
Fertö / Neusiedlersee Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/772,Austria,2001.0
Historic Centre of Guimarães and Couros Zone,0.0,1.0,0.0,https://whc.unesco.org/en/list/1031,Portugal,2001.0
Historic Centre of the Town of Goiás,0.0,1.0,0.0,https://whc.unesco.org/en/list/993,Brazil,2001.0
Historic Centre of Vienna,0.0,1.0,1.0,https://whc.unesco.org/en/list/1033,Austria,2001.0
Lamu Old Town,0.0,1.0,0.0,https://whc.unesco.org/en/list/1055,Kenya,2001.0
Masada,0.0,1.0,0.0,https://whc.unesco.org/en/list/1040,Israel,2001.0
Medina of Essaouira (formerly Mogador),0.0,1.0,0.0,https://whc.unesco.org/en/list/753,Morocco,2001.0
Mining Area of the Great Copper Mountain in Falun,0.0,1.0,0.0,https://whc.unesco.org/en/list/1027,Sweden,2001.0
New Lanark,0.0,1.0,0.0,https://whc.unesco.org/en/list/429,United Kingdom of Great Britain and Northern Ireland,2001.0
Old City of Acre,0.0,1.0,0.0,https://whc.unesco.org/en/list/1042,Israel,2001.0
"Provins, Town of Medieval Fairs",0.0,1.0,0.0,https://whc.unesco.org/en/list/873,France,2001.0
Royal Hill of Ambohimanga,0.0,1.0,0.0,https://whc.unesco.org/en/list/950,Madagascar,2001.0
Saltaire,0.0,1.0,0.0,https://whc.unesco.org/en/list/1028,United Kingdom of Great Britain and Northern Ireland,2001.0
Samarkand  – Crossroad of Cultures,0.0,1.0,0.0,https://whc.unesco.org/en/list/603,Uzbekistan,2001.0
Swiss Alps Jungfrau-Aletsch,1.0,0.0,0.0,https://whc.unesco.org/en/list/1037,Switzerland,2001.0
Tombs of Buganda Kings at Kasubi,0.0,1.0,0.0,https://whc.unesco.org/en/list/1022,Uganda,2001.0
Tsodilo,0.0,1.0,0.0,https://whc.unesco.org/en/list/1021,Botswana,2001.0
Tugendhat Villa in Brno,0.0,1.0,0.0,https://whc.unesco.org/en/list/1052,Czechia,2001.0
Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/481,Lao People's Democratic Republic,2001.0
"Villa d'Este, Tivoli",0.0,1.0,0.0,https://whc.unesco.org/en/list/1025,Italy,2001.0
Yungang Grottoes,0.0,1.0,0.0,https://whc.unesco.org/en/list/1039,China,2001.0
Zollverein Coal Mine Industrial Complex in Essen,0.0,1.0,0.0,https://whc.unesco.org/en/list/975,Germany,2001.0
"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",1.0,1.0,0.0,https://whc.unesco.org/en/list/1061,Mexico,2002.0
Historic Centres of Stralsund and Wismar,0.0,1.0,0.0,https://whc.unesco.org/en/list/1067,Germany,2002.0
Historic Inner City of Paramaribo,0.0,1.0,0.0,https://whc.unesco.org/en/list/940,Suriname,2002.0
Late Baroque Towns of the Val di Noto (South-Eastern Sicily),0.0,1.0,0.0,https://whc.unesco.org/en/list/1024,Italy,2002.0
Mahabodhi Temple Complex at Bodh Gaya,0.0,1.0,0.0,https://whc.unesco.org/en/list/1056,India,2002.0
Minaret and Archaeological Remains of Jam,0.0,1.0,1.0,https://whc.unesco.org/en/list/211,Afghanistan,2002.0
Saint Catherine Area,0.0,1.0,0.0,https://whc.unesco.org/en/list/954,Egypt,2002.0
Tokaj Wine Region Historic Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1063,Hungary,2002.0
Upper Middle Rhine Valley,0.0,1.0,0.0,https://whc.unesco.org/en/list/1066,Germany,2002.0
Ashur (Qal'at Sherqat),0.0,1.0,1.0,https://whc.unesco.org/en/list/1130,Iraq,2003.0
"Citadel, Ancient City and Fortress Buildings of Derbent",0.0,1.0,0.0,https://whc.unesco.org/en/list/1070,Russian Federation,2003.0
Cultural Landscape and Archaeological Remains of the Bamiyan Valley,0.0,1.0,1.0,https://whc.unesco.org/en/list/208,Afghanistan,2003.0
Franciscan Missions in the Sierra Gorda of Querétaro,0.0,1.0,0.0,https://whc.unesco.org/en/list/1079,Mexico,2003.0
Gebel Barkal and the Sites of the Napatan Region,0.0,1.0,0.0,https://whc.unesco.org/en/list/1073,Sudan,2003.0
Historic Quarter of the Seaport City of Valparaíso,0.0,1.0,0.0,https://whc.unesco.org/en/list/959,Chile,2003.0
Jewish Quarter and St Procopius' Basilica in Třebíč,0.0,1.0,0.0,https://whc.unesco.org/en/list/1078,Czechia,2003.0
Kunta Kinteh Island and Related Sites,0.0,1.0,0.0,https://whc.unesco.org/en/list/761,Gambia,2003.0
Mapungubwe Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1099,South Africa,2003.0
Matobo Hills,0.0,1.0,0.0,https://whc.unesco.org/en/list/306,Zimbabwe,2003.0
Mausoleum of Khoja Ahmed Yasawi,0.0,1.0,0.0,https://whc.unesco.org/en/list/1103,Kazakhstan,2003.0
Monte San Giorgio,1.0,0.0,0.0,https://whc.unesco.org/en/list/1090,Italy,2003.0
Phong Nha-Ke Bang National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/951,Viet Nam,2003.0
Purnululu National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/1094,Australia,2003.0
Quebrada de Humahuaca,0.0,1.0,0.0,https://whc.unesco.org/en/list/1116,Argentina,2003.0
Renaissance Monumental Ensembles of Úbeda and Baeza,0.0,1.0,0.0,https://whc.unesco.org/en/list/522,Spain,2003.0
Rock Shelters of Bhimbetka,0.0,1.0,0.0,https://whc.unesco.org/en/list/925,India,2003.0
"Royal Botanic Gardens, Kew",0.0,1.0,0.0,https://whc.unesco.org/en/list/1084,United Kingdom of Great Britain and Northern Ireland,2003.0
Sacri Monti of Piedmont and Lombardy,0.0,1.0,0.0,https://whc.unesco.org/en/list/1068,Italy,2003.0
